8,1.0,283.0,180.0,490,469,-1,-1,-1,-1
8,2.0,598.0,304.0,235,118,-1,-1,-1,-1
8,3.0,765.0,330.0,177,60,-1,-1,-1,-1
11,1.0,283.0,180.0,490,469,-1,-1,-1,-1
11,2.0,598.0,304.0,235,118,-1,-1,-1,-1
11,3.0,765.0,330.0,177,60,-1,-1,-1,-1
14,1.0,282.0,180.0,491,470,-1,-1,-1,-1
14,2.0,598.0,304.0,235,118,-1,-1,-1,-1
14,3.0,765.0,330.0,177,60,-1,-1,-1,-1
17,1.0,282.0,180.0,491,470,-1,-1,-1,-1
17,2.0,598.0,304.0,235,118,-1,-1,-1,-1
17,3.0,765.0,330.0,177,60,-1,-1,-1,-1
20,1.0,282.0,180.0,491,470,-1,-1,-1,-1
20,2.0,598.0,304.0,235,118,-1,-1,-1,-1
20,3.0,765.0,330.0,178,60,-1,-1,-1,-1
23,1.0,282.0,180.0,491,470,-1,-1,-1,-1
23,2.0,598.0,304.0,235,118,-1,-1,-1,-1
23,3.0,765.0,330.0,178,60,-1,-1,-1,-1
26,1.0,282.0,180.0,491,470,-1,-1,-1,-1
26,2.0,598.0,304.0,235,118,-1,-1,-1,-1
26,3.0,765.0,330.0,178,60,-1,-1,-1,-1
29,1.0,282.0,180.0,491,470,-1,-1,-1,-1
29,2.0,598.0,304.0,235,118,-1,-1,-1,-1
29,3.0,765.0,330.0,178,60,-1,-1,-1,-1
32,1.0,282.0,180.0,491,470,-1,-1,-1,-1
32,2.0,598.0,304.0,235,118,-1,-1,-1,-1
32,3.0,765.0,330.0,178,60,-1,-1,-1,-1
35,1.0,282.0,180.0,491,470,-1,-1,-1,-1
35,2.0,598.0,304.0,236,118,-1,-1,-1,-1
35,3.0,765.0,330.0,178,60,-1,-1,-1,-1
38,1.0,282.0,180.0,491,470,-1,-1,-1,-1
38,2.0,598.0,304.0,236,118,-1,-1,-1,-1
38,3.0,764.0,330.0,179,61,-1,-1,-1,-1
41,1.0,282.0,180.0,491,470,-1,-1,-1,-1
41,2.0,598.0,304.0,236,118,-1,-1,-1,-1
41,3.0,764.0,330.0,179,61,-1,-1,-1,-1
44,1.0,283.0,180.0,490,470,-1,-1,-1,-1
44,2.0,598.0,304.0,236,118,-1,-1,-1,-1
44,3.0,764.0,330.0,179,61,-1,-1,-1,-1
47,1.0,283.0,180.0,490,470,-1,-1,-1,-1
47,2.0,598.0,305.0,236,117,-1,-1,-1,-1
47,3.0,764.0,330.0,179,61,-1,-1,-1,-1
50,1.0,282.0,180.0,491,470,-1,-1,-1,-1
50,2.0,598.0,304.0,236,118,-1,-1,-1,-1
50,3.0,764.0,330.0,179,61,-1,-1,-1,-1
53,1.0,282.0,180.0,491,470,-1,-1,-1,-1
53,2.0,598.0,304.0,236,118,-1,-1,-1,-1
53,3.0,764.0,330.0,180,61,-1,-1,-1,-1
56,1.0,282.0,180.0,491,470,-1,-1,-1,-1
56,2.0,599.0,305.0,234,117,-1,-1,-1,-1
56,3.0,763.0,330.0,181,61,-1,-1,-1,-1
59,1.0,283.0,180.0,490,469,-1,-1,-1,-1
59,2.0,599.0,305.0,234,117,-1,-1,-1,-1
59,3.0,762.0,329.0,183,63,-1,-1,-1,-1
62,1.0,283.0,180.0,489,469,-1,-1,-1,-1
62,2.0,599.0,305.0,234,117,-1,-1,-1,-1
62,3.0,762.0,329.0,184,63,-1,-1,-1,-1
65,1.0,283.0,180.0,489,469,-1,-1,-1,-1
65,2.0,599.0,305.0,235,117,-1,-1,-1,-1
65,3.0,761.0,329.0,186,64,-1,-1,-1,-1
68,1.0,283.0,180.0,489,469,-1,-1,-1,-1
68,2.0,599.0,305.0,235,117,-1,-1,-1,-1
68,3.0,761.0,329.0,186,64,-1,-1,-1,-1
71,1.0,282.0,180.0,490,469,-1,-1,-1,-1
71,2.0,599.0,305.0,235,117,-1,-1,-1,-1
71,3.0,761.0,329.0,186,64,-1,-1,-1,-1
74,1.0,282.0,180.0,490,469,-1,-1,-1,-1
74,2.0,599.0,305.0,235,117,-1,-1,-1,-1
74,3.0,761.0,329.0,187,64,-1,-1,-1,-1
77,1.0,282.0,180.0,491,469,-1,-1,-1,-1
77,2.0,599.0,305.0,235,117,-1,-1,-1,-1
77,3.0,760.0,328.0,188,65,-1,-1,-1,-1
80,1.0,282.0,180.0,491,469,-1,-1,-1,-1
80,2.0,599.0,305.0,235,117,-1,-1,-1,-1
80,3.0,760.0,328.0,188,65,-1,-1,-1,-1
