89,1.0,283.0,180.0,489,469,-1,-1,-1,-1
89,2.0,599.0,305.0,235,117,-1,-1,-1,-1
89,3.0,758.0,328.0,191,65,-1,-1,-1,-1
119,1.0,283.0,180.0,489,469,-1,-1,-1,-1
119,2.0,599.0,305.0,235,117,-1,-1,-1,-1
119,3.0,758.0,328.0,191,64,-1,-1,-1,-1
149,1.0,283.0,180.0,489,469,-1,-1,-1,-1
149,2.0,599.0,304.0,236,118,-1,-1,-1,-1
149,3.0,759.0,327.0,190,65,-1,-1,-1,-1
179,1.0,283.0,180.0,488,468,-1,-1,-1,-1
179,2.0,599.0,304.0,236,118,-1,-1,-1,-1
179,3.0,759.0,327.0,189,64,-1,-1,-1,-1
209,1.0,283.0,180.0,489,468,-1,-1,-1,-1
209,2.0,599.0,304.0,236,118,-1,-1,-1,-1
209,3.0,759.0,327.0,189,64,-1,-1,-1,-1
239,1.0,283.0,180.0,489,468,-1,-1,-1,-1
239,2.0,599.0,304.0,236,118,-1,-1,-1,-1
239,3.0,760.0,327.0,187,64,-1,-1,-1,-1
269,1.0,283.0,180.0,489,468,-1,-1,-1,-1
269,2.0,599.0,304.0,236,118,-1,-1,-1,-1
269,3.0,761.0,327.0,185,64,-1,-1,-1,-1
299,1.0,283.0,180.0,489,468,-1,-1,-1,-1
299,2.0,599.0,305.0,236,117,-1,-1,-1,-1
299,3.0,761.0,327.0,185,64,-1,-1,-1,-1
329,1.0,284.0,180.0,487,466,-1,-1,-1,-1
329,2.0,599.0,305.0,236,117,-1,-1,-1,-1
329,3.0,762.0,328.0,183,63,-1,-1,-1,-1
359,1.0,284.0,180.0,487,466,-1,-1,-1,-1
359,2.0,599.0,305.0,236,117,-1,-1,-1,-1
359,3.0,762.0,328.0,183,62,-1,-1,-1,-1
389,1.0,284.0,180.0,488,467,-1,-1,-1,-1
389,2.0,599.0,304.0,236,118,-1,-1,-1,-1
389,3.0,763.0,328.0,181,62,-1,-1,-1,-1
419,1.0,283.0,180.0,490,468,-1,-1,-1,-1
419,2.0,599.0,305.0,236,117,-1,-1,-1,-1
419,3.0,762.0,327.0,183,64,-1,-1,-1,-1
449,1.0,282.0,180.0,491,468,-1,-1,-1,-1
449,2.0,599.0,304.0,236,118,-1,-1,-1,-1
449,3.0,762.0,327.0,184,64,-1,-1,-1,-1
479,1.0,282.0,180.0,491,469,-1,-1,-1,-1
479,2.0,598.0,304.0,237,118,-1,-1,-1,-1
479,3.0,763.0,327.0,182,64,-1,-1,-1,-1
509,1.0,282.0,180.0,491,469,-1,-1,-1,-1
509,2.0,599.0,304.0,236,118,-1,-1,-1,-1
509,3.0,764.0,328.0,181,63,-1,-1,-1,-1
539,1.0,282.0,180.0,491,469,-1,-1,-1,-1
539,2.0,599.0,305.0,236,117,-1,-1,-1,-1
539,3.0,762.0,327.0,184,65,-1,-1,-1,-1
569,1.0,282.0,180.0,491,469,-1,-1,-1,-1
569,2.0,599.0,304.0,236,118,-1,-1,-1,-1
569,3.0,762.0,327.0,183,65,-1,-1,-1,-1
599,1.0,282.0,180.0,491,470,-1,-1,-1,-1
599,2.0,599.0,305.0,236,117,-1,-1,-1,-1
599,3.0,762.0,327.0,184,65,-1,-1,-1,-1
629,1.0,282.0,180.0,491,469,-1,-1,-1,-1
629,2.0,599.0,305.0,236,117,-1,-1,-1,-1
629,3.0,763.0,327.0,182,65,-1,-1,-1,-1
659,1.0,282.0,180.0,491,469,-1,-1,-1,-1
659,2.0,599.0,305.0,236,117,-1,-1,-1,-1
659,3.0,764.0,328.0,180,64,-1,-1,-1,-1
689,1.0,281.0,180.0,493,470,-1,-1,-1,-1
689,2.0,598.0,305.0,237,117,-1,-1,-1,-1
689,3.0,764.0,328.0,180,64,-1,-1,-1,-1
719,1.0,282.0,180.0,492,470,-1,-1,-1,-1
719,2.0,598.0,305.0,237,117,-1,-1,-1,-1
719,3.0,764.0,328.0,180,64,-1,-1,-1,-1
749,1.0,282.0,180.0,491,470,-1,-1,-1,-1
749,2.0,598.0,305.0,237,117,-1,-1,-1,-1
749,3.0,764.0,328.0,179,64,-1,-1,-1,-1
779,1.0,282.0,180.0,491,469,-1,-1,-1,-1
779,2.0,598.0,305.0,237,117,-1,-1,-1,-1
779,3.0,764.0,327.0,179,64,-1,-1,-1,-1
809,1.0,282.0,180.0,491,469,-1,-1,-1,-1
809,2.0,598.0,305.0,237,117,-1,-1,-1,-1
809,3.0,763.0,327.0,181,65,-1,-1,-1,-1
839,1.0,282.0,180.0,490,468,-1,-1,-1,-1
839,2.0,599.0,305.0,236,117,-1,-1,-1,-1
839,3.0,764.0,327.0,180,65,-1,-1,-1,-1
869,1.0,282.0,180.0,490,468,-1,-1,-1,-1
869,2.0,599.0,305.0,236,117,-1,-1,-1,-1
869,3.0,764.0,327.0,179,64,-1,-1,-1,-1
899,1.0,282.0,180.0,490,468,-1,-1,-1,-1
899,2.0,598.0,304.0,237,118,-1,-1,-1,-1
899,3.0,764.0,327.0,178,64,-1,-1,-1,-1
929,1.0,282.0,180.0,490,469,-1,-1,-1,-1
929,2.0,599.0,305.0,236,117,-1,-1,-1,-1
